"SubjNum","voto_sen_candidato_1","voto_sen_candidato_2","voto_sen_candidato_3","voto_sen_candidato_4","voto_sen_candidato_5","voto_sen_candidato_6","voto_sen_candidato_7","voto_sen_candidato_8","voto_sen_candidato_9","ident_partido","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
2406,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",94,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2407,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",57,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2408,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",87,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2409,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Hombre",68,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2410,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Mujer",81,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2411,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",59,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2412,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",63,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2413,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",52,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2414,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",66,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2415,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",64,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2416,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",78,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2417,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"Voto nulo",NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",18,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2418,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",58,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2419,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","MORENA","Mujer",22,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2420,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",99,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2421,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",64,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2422,"Voto nulo",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Hombre",19,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2423,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",100,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2424,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,"PT- Partido del Trabajo","Hombre",55,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2425,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",52,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2426,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",94,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2427,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",20,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2428,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",54,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2429,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",43,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2430,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",41,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2431,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",83,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2432,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",51,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2433,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"MORENA","Mujer",21,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2434,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",99,"Sí","c(-116.562607881| 31.789560992)",1854,"C1"
2435,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"No respondió",NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",31,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2436,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"MORENA","Mujer",60,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2437,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",63,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2438,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"MORENA","Mujer",27,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2439,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",45,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2440,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",34,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2441,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",100,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2442,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"MORENA","Hombre",87,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2443,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",41,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2444,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",79,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2445,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",66,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2446,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",98,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2447,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",68,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2448,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",63,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2449,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",21,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2450,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"MORENA","Hombre",21,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2451,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"MORENA","Mujer",100,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2452,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",25,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2453,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",60,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2454,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",42,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2455,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",35,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2456,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",45,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2457,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"MORENA","Mujer",49,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2458,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",18,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2459,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",43,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2460,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",64,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2461,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",21,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2462,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",87,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2463,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",29,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2464,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",74,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2465,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",98,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2466,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",75,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2467,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",68,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2468,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",42,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2469,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",22,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2470,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",81,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2471,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",41,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2472,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",83,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2473,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",70,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2474,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",57,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2475,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",98,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2476,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",25,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2477,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",43,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2478,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"No respondió",NA,"No sabe/No respondió","Mujer",67,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2479,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Mujer",90,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2480,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",72,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2481,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","PRI - Partido Revolucionario Institucional","Mujer",20,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2482,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",93,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2483,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",47,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2484,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",23,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2485,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",73,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2486,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",29,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2487,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",71,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2488,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",91,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2489,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",70,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2490,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",100,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2491,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",43,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2492,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",92,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2493,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",97,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2494,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",74,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2495,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",84,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2496,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"MORENA","Hombre",58,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2497,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",52,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2498,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",57,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2499,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",98,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2500,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",49,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2501,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",40,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2502,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",43,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2503,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",40,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2504,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,"MORENA","Mujer",31,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2505,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",93,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2506,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",33,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2507,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",91,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2508,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",99,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2509,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",39,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2510,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena","MORENA","Hombre",83,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2511,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",43,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2512,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",78,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2513,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",35,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2514,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",43,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2515,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",24,"Sí","c(-116.884451491| 32.502496198)",1153,"C4"
2516,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",22,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2517,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,"MORENA","Hombre",66,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2518,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",83,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2519,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",77,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2520,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",30,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2521,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"MORENA","Hombre",29,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2522,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",47,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2523,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",47,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2524,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",38,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2525,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","MORENA","Hombre",37,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2526,"No respondió","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",25,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2527,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",98,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2528,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",84,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2529,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",87,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2530,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Hombre",78,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2531,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",41,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2532,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",86,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2533,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",75,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2534,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",100,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2535,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","MORENA","Hombre",55,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2536,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",26,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2537,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",74,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2538,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",51,"Sí","c(-116.871239| 32.480606)",1177,"C1"
2539,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",34,"Sí","c(-116.871239| 32.480606)",1177,"C1"
