"","ident_partido","voto_sen_candidato","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
"2818","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",35,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2819","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",93,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2820","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",33,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2821","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",37,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2822","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",46,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2823","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",48,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2824","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",92,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2825","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",95,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2826","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2827","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2828","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",92,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2829","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2830","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",19,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2831","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",66,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2832","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2833","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2834","MORENA","Voto nulo","Mujer",35,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2835","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Mujer",61,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2836","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",80,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2837","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",37,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2838","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",88,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2839","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",27,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2840","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Mujer",36,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2841","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",24,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2842","MORENA","No respondió","Hombre",20,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2843","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",80,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2844","PAN - Partido Acción Nacional","No respondió","Hombre",79,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2845","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",20,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2846","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",66,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2847","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",68,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2848","Ninguno","No respondió","Hombre",90,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2849","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",92,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2850","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",22,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2851","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",19,"Sí","c(-116.866282226| 32.49209451)",1384,"B1"
"2852","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",31,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2853","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2854","MORENA","No respondió","Mujer",87,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2855","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",47,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2856","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",35,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2857","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2858","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",60,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2859","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",66,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2860","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",65,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2861","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",64,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2862","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",91,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2863","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",18,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2864","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",65,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2865","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",39,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2866","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",93,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2867","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",52,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2868","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",37,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2869","PT- Partido del Trabajo","No respondió","Hombre",49,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2870","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",73,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2871","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",37,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2872","PRD - Partido de la Revolución Democrática","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",86,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2873","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",98,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2874","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",90,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2875","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",47,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2876","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",57,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2877","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",70,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2878","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",42,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2879","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2880","MORENA","No respondió","Mujer",67,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2881","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",100,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2882","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2883","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",20,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2884","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2885","PRD - Partido de la Revolución Democrática","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",18,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2886","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",88,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2887","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",85,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2888","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",38,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2889","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",52,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2890","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",96,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2891","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",86,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2892","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",91,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2893","MORENA","Voto nulo","Hombre",19,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2894","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",92,"Sí","c(-116.85859| 32.527928)",1531,"C1"
"2895","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",18,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2896","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",56,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2897","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",97,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2898","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",31,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2899","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",71,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2900","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",98,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2901","MORENA","No respondió","Mujer",70,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2902","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",87,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2903","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",65,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2904","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",39,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2905","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",41,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2906","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PRD","Mujer",59,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2907","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",61,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2908","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",79,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2909","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Hombre",52,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2910","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",77,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2911","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",52,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2912","MC - Movimiento Ciudadano","Julieta Ramírez y Armando Ayala de Morena","Mujer",86,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2913","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",45,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2914","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",35,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2915","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",60,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2916","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",57,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2917","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",81,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2918","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",35,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2919","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",65,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2920","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",25,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2921","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",89,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2922","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",32,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2923","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",19,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2924","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",38,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2925","MORENA","No respondió","Hombre",48,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2926","MORENA","No respondió","Hombre",21,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2927","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",97,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2928","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",72,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2929","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",43,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2930","MORENA","No respondió","Mujer",50,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2931","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",17,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2932","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",88,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2933","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",72,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2934","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",70,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2935","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",91,"Sí","c(-116.865885| 32.520184)",1545,"C1"
"2936","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",54,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2937","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",48,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2938","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",39,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2939","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",46,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2940","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",31,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2941","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",23,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2942","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",66,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2943","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",37,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2944","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",57,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2945","PT- Partido del Trabajo","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",70,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2946","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",45,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2947","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",36,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2948","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",30,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2949","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",35,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2950","MORENA","Voto nulo","Hombre",59,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2951","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",26,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2952","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",58,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2953","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",19,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2954","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",76,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2955","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",52,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2956","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",40,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2957","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",90,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2958","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",35,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2959","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",26,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2960","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",42,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2961","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",67,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2962","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",73,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2963","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",65,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2964","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",22,"Sí","c(-116.867645| 32.505922)",1572,"B1"
"2965","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",67,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2966","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",50,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2967","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",20,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2968","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",87,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2969","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",90,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2970","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",51,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2971","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",71,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2972","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",84,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2973","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",26,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2974","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",31,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2975","MORENA","Voto nulo","Mujer",51,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2976","No sabe/No respondió","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",47,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2977","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",95,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2978","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",55,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2979","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",92,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2980","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",32,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2981","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",27,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2982","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",41,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2983","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",58,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2984","MORENA","No respondió","Hombre",90,"Sí","c(-116.847085| 32.498851)",1605,"B1"
"2985","PVEM – Partido Verde Ecologista de México","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",43,"Sí","c(-116.847085| 32.498851)",1605,"B1"
